,Tweet Body ,Sentiment ,processed_content
1003,Yes bitch i have a eating disorder and a ill mind. 🙄😴😴😴,Negative,yes bitch have eating disorder and ill
1004,hate when people just assume i have an eating disorder,Neutral,hate when people just assume have eating disorder
1005,having meals cooked for me heals my eating disorder,Positive,having meals cooked for heals eating disorder
1006,feel like i’m at risk for developing an eating disorder,Neutral,feel like risk for developing eating disorder
1007,"Checking impending eating disorder off the list, next alcoholism. Can’t wait.",Negative,checking impending eating disorder off the next
1008,people who never had an eating disorder  will never get what it's like to have an eating disorder,Neutral,people who never had eating disorder will never get what like have eating disorder
1009,If one more girl with an eating disorder tries to sleep with me I’m going to lose it . I want to eat a meal and have the other person eat a meal with me .,Negative,one more girl with eating disorder tries sleep with going lose want eat meal and have the other person eat meal with
1010,im going to sleep goodnihgt eating disorder twitter i am drunk and angryt and horny,Negative,going sleep goodnihgt eating disorder twitter drunk and angryt and horny
1011,people trying to lose weight/ better lifestyle ‼️ as someone who used to be overweight and had a binge eating disorder: ITS THE ALCOHOL. ONE SHOT HAS 100 CALORIES,Neutral,people trying lose better lifestyle someone who used overweight and had binge eating its the one shot has 100 calories
1012,"my therapist was like ""those are signs of a eating disorder"" like yeah i could have figured that shit out myself?? thanks though LMAO",Neutral,therapist was like are signs eating like yeah could have figured that shit out thanks though lmao
1013,I think yall underestimate how easy it is to develop an eating disorder…,Neutral,think yall underestimate how easy develop eating
1014,I love it when my mom hides food from me it totally doesnt make me feel like a dog or a 4 year old with too much halloween candy and totally hasnt greatly contributed to an eating disorder,Negative,love when mom hides food from totally doesnt make feel like dog year old with too much halloween candy and totally hasnt greatly contributed eating disorder
1015,writing my paper about my eating disorder at work cuz it’s basically due tomorrow even tho it’s due Friday,Negative,writing paper about eating disorder work cuz basically due tomorrow even tho due friday
1016,october has actually motivated me to be on my eating disorder grind,Negative,october has actually motivated eating disorder grind
1017,i didnt say i like cops and just because i have an eating disorder doesn’t make me a freak you piece of shit.,Negative,didnt say like cops and just because have eating disorder make freak you piece
1018,"My dream is to open a community eating disorder treatment centre that provides a multidisciplinary approach to treatment and is explicitly anti-diet, fat positive, and neurodivergent affirming. I just need to win the Euromillions.",Positive,dream open community eating disorder treatment centre that provides multidisciplinary approach treatment and explicitly fat and neurodivergent just need win the
1019, I “honoured my hunger” today and i’m rly trying to believe that’s the truth rather than a binge cause I ate the oddest mixture of foods,Neutral,today and rly trying believe the truth rather than binge cause ate the oddest mixture foods
1020,"It’s *awful* to be a teenage girl. Your world shrinksYou live in a body that’s constantly judged, harassed & assaulted. No wonder girls react with anorexia, agoraphobia, transitioning. We should be helping girls to see that the problem lies with the world, not their own bodies.",Positive,teenage your world shrinksyou live body constantly harassed wonder girls react with should helping girls see that the problem lies with the not their own
